Date,Product_Name,Category,Units_Sold,Revenue,Region,Store
2023-01-10,Product E,Toys,338,20873.12,South,Store4
2023-01-10,Product E,Toys,283,6486.82,West,Store1
2023-01-10,Product A,Electronics,332,25479.39,North,Store4
2023-01-10,Product C,Food,354,15618.15,West,Store2
2023-01-10,Product C,Food,256,13013.42,North,Store1
2023-01-10,Product E,Toys,272,21116.25,South,Store2
2023-01-11,Product E,Toys,218,5217.32,West,Store5
2023-01-11,Product B,Clothing,188,12179.76,North,Store1
2023-01-11,Product B,Clothing,190,10473.24,North,Store2
2023-01-11,Product E,Toys,207,12843.59,North,Store1
2023-01-11,Product A,Electronics,174,17324.26,North,Store3
2023-01-11,Product D,Books,220,6243.82,South,Store3
2023-01-11,Product B,Clothing,203,17444.68,East,Store5
2023-01-12,Product D,Books,158,14752.13,North,Store4
2023-01-12,Product B,Clothing,289,5880.79,East,Store2
2023-01-12,Product C,Food,244,22739.43,East,Store5
2023-01-12,Product A,Electronics,200,18931.6,North,Store1
2023-01-12,Product A,Electronics,273,20523.08,South,Store4
2023-01-13,Product D,Books,187,16183.51,East,Store4
2023-01-13,Product D,Books,176,5491.83,North,Store1
2023-01-13,Product E,Toys,193,17950.3,East,Store4
2023-01-14,Product B,Clothing,356,25290.33,West,Store4
2023-01-14,Product A,Electronics,343,10914.16,South,Store2
2023-01-14,Product B,Clothing,350,10093.54,North,Store3
2023-01-14,Product E,Toys,308,22249.74,North,Store3
2023-01-14,Product A,Electronics,255,7309.1,North,Store4
2023-01-14,Product B,Clothing,325,9289.83,South,Store2
2023-01-15,Product A,Electronics,292,13160.31,East,Store4
2023-01-15,Product D,Books,262,22220.23,North,Store3
2023-01-15,Product E,Toys,244,23049.37,West,Store2
2023-01-15,Product D,Books,244,8200.94,South,Store5
2023-01-15,Product E,Toys,202,9254.57,South,Store5
2023-01-15,Product B,Clothing,336,11881.86,East,Store1
2023-01-15,Product C,Food,248,5191.03,North,Store1
2023-01-16,Product A,Electronics,428,31789.08,East,Store1
2023-01-16,Product E,Toys,422,19538.46,South,Store5
2023-01-16,Product D,Books,237,9715.25,North,Store1
2023-01-16,Product B,Clothing,328,24836.35,South,Store3
2023-01-16,Product D,Books,343,25745.12,North,Store1
2023-01-17,Product D,Books,319,18542.01,West,Store4
2023-01-17,Product E,Toys,353,27531.47,North,Store2
2023-01-17,Product A,Electronics,393,24590.25,North,Store4
2023-01-17,Product A,Electronics,486,20865.36,South,Store1
2023-01-17,Product A,Electronics,347,25246.21,North,Store5
2023-01-17,Product C,Food,379,25730.68,East,Store2
2023-01-17,Product C,Food,417,34854.45,West,Store4
2023-01-18,Product B,Clothing,154,10032.19,South,Store5
2023-01-18,Product B,Clothing,202,13095.29,North,Store4
2023-01-18,Product B,Clothing,209,16211.02,West,Store1
2023-01-19,Product E,Toys,319,31289.32,South,Store4
2023-01-19,Product A,Electronics,244,16032.17,West,Store2
2023-01-19,Product B,Clothing,229,21572.92,West,Store3
2023-01-20,Product E,Toys,219,19431.96,South,Store3
2023-01-20,Product E,Toys,259,20450.56,West,Store2
2023-01-20,Product E,Toys,267,25212.63,East,Store1
2023-01-21,Product E,Toys,292,8336.84,East,Store2
2023-01-21,Product D,Books,298,10835.38,East,Store5
2023-01-21,Product B,Clothing,305,24344.94,East,Store2
2023-01-21,Product E,Toys,244,24007.93,West,Store3
2023-01-21,Product E,Toys,207,10414.37,West,Store2
2023-01-21,Product E,Toys,354,21614.39,North,Store4
2023-01-21,Product D,Books,253,23496.19,West,Store4
2023-01-22,Product B,Clothing,394,13817.37,West,Store2
2023-01-22,Product A,Electronics,301,17893.29,West,Store2
2023-01-22,Product E,Toys,385,32425.18,East,Store3
2023-01-22,Product A,Electronics,367,19146.57,East,Store4
2023-01-22,Product B,Clothing,418,21660.06,South,Store1
2023-01-23,Product B,Clothing,362,27795.94,West,Store1
2023-01-23,Product A,Electronics,429,31891.76,South,Store4
2023-01-23,Product A,Electronics,351,29369.24,East,Store2
2023-01-23,Product E,Toys,361,22639.85,South,Store5
2023-01-23,Product B,Clothing,325,19798.16,West,Store3
2023-01-24,Product E,Toys,172,14917.7,East,Store1
2023-01-24,Product B,Clothing,251,14981.2,North,Store4
2023-01-24,Product C,Food,306,22181.6,East,Store5
2023-01-24,Product A,Electronics,255,23643.21,South,Store3
2023-01-24,Product A,Electronics,391,37849.17,North,Store2
2023-01-24,Product A,Electronics,201,6143.63,West,Store5
2023-01-24,Product D,Books,331,27026.61,North,Store5
2023-01-25,Product E,Toys,399,8164.2,North,Store1
2023-01-25,Product A,Electronics,304,23155.0,South,Store3
2023-01-25,Product E,Toys,250,5001.06,North,Store1
2023-01-25,Product A,Electronics,281,18087.34,South,Store4
2023-01-25,Product A,Electronics,351,30529.11,East,Store4
2023-01-26,Product B,Clothing,202,19321.38,East,Store4
2023-01-26,Product C,Food,139,10573.1,South,Store3
2023-01-26,Product C,Food,180,11995.47,North,Store2
2023-01-27,Product C,Food,230,9144.12,South,Store5
2023-01-27,Product D,Books,242,15141.8,West,Store4
2023-01-27,Product C,Food,191,17990.16,West,Store3
2023-01-27,Product D,Books,206,5743.89,West,Store4
2023-01-27,Product C,Food,216,17011.94,East,Store4
2023-01-28,Product D,Books,236,11039.8,North,Store3
2023-01-28,Product D,Books,326,19278.25,South,Store5
2023-01-28,Product E,Toys,282,17695.74,East,Store4
2023-01-28,Product D,Books,316,11788.09,South,Store3
2023-01-28,Product B,Clothing,302,11891.45,East,Store3
2023-01-28,Product A,Electronics,239,19545.6,East,Store3
2023-01-28,Product B,Clothing,240,16959.04,West,Store1
2023-01-29,Product E,Toys,318,10074.67,South,Store2
2023-01-29,Product B,Clothing,379,14399.15,South,Store5
2023-01-29,Product A,Electronics,362,35519.5,West,Store1
2023-01-29,Product D,Books,315,30061.4,West,Store1
2023-01-29,Product B,Clothing,284,24785.79,North,Store4
2023-01-29,Product D,Books,435,36373.54,North,Store2
2023-01-29,Product A,Electronics,294,19170.54,East,Store1
2023-01-30,Product D,Books,334,9311.78,West,Store1
2023-01-30,Product E,Toys,334,26667.49,West,Store2
2023-01-30,Product B,Clothing,394,30945.58,North,Store3
2023-01-30,Product D,Books,292,22386.45,North,Store2
2023-01-30,Product D,Books,269,18338.67,East,Store1
2023-01-31,Product B,Clothing,329,22798.84,West,Store2
2023-01-31,Product E,Toys,242,23082.95,South,Store3
2023-01-31,Product B,Clothing,291,13681.91,West,Store1
2023-01-31,Product C,Food,249,12331.6,North,Store4
2023-01-31,Product E,Toys,310,20837.73,South,Store3
2023-01-31,Product D,Books,340,19641.58,East,Store2
2023-02-01,Product C,Food,307,22133.42,West,Store3
2023-02-01,Product C,Food,299,14297.89,East,Store1
2023-02-01,Product B,Clothing,263,23235.44,North,Store2
2023-02-01,Product C,Food,294,8548.9,North,Store5
2023-02-01,Product D,Books,249,17235.35,West,Store2
2023-02-02,Product D,Books,259,19587.01,South,Store3
2023-02-02,Product B,Clothing,255,6257.09,East,Store1
2023-02-02,Product C,Food,298,14922.37,South,Store4
2023-02-02,Product C,Food,179,13099.94,South,Store5
2023-02-02,Product E,Toys,347,9556.11,West,Store1
2023-02-02,Product C,Food,294,18571.76,West,Store3
2023-02-02,Product B,Clothing,283,5909.68,East,Store2
2023-02-03,Product A,Electronics,173,10496.34,North,Store1
2023-02-03,Product D,Books,252,20239.38,South,Store5
2023-02-03,Product E,Toys,306,9585.2,South,Store5
2023-02-04,Product B,Clothing,225,21583.43,North,Store4
2023-02-04,Product C,Food,389,27187.3,West,Store2
2023-02-04,Product D,Books,334,11726.61,North,Store1
2023-02-04,Product C,Food,335,33486.5,West,Store5
2023-02-04,Product E,Toys,271,8643.22,West,Store2
2023-02-04,Product D,Books,340,7188.33,West,Store1
2023-02-04,Product B,Clothing,328,13986.37,West,Store3
2023-02-05,Product E,Toys,307,27538.44,North,Store1
2023-02-05,Product B,Clothing,271,20242.61,North,Store4
2023-02-05,Product A,Electronics,254,10336.41,South,Store3
2023-02-05,Product E,Toys,231,21423.22,North,Store5
2023-02-05,Product E,Toys,377,13782.71,South,Store3
2023-02-05,Product E,Toys,359,35292.74,East,Store1
2023-02-06,Product D,Books,314,21708.3,North,Store3
2023-02-06,Product A,Electronics,443,19352.5,East,Store5
2023-02-06,Product E,Toys,332,11399.01,East,Store5
2023-02-06,Product A,Electronics,191,18427.98,North,Store5
2023-02-06,Product C,Food,321,25320.93,West,Store4
2023-02-07,Product A,Electronics,343,14768.54,North,Store4
2023-02-07,Product C,Food,300,22757.17,North,Store5
2023-02-07,Product C,Food,343,13527.05,North,Store2
2023-02-07,Product A,Electronics,304,18012.55,East,Store3
2023-02-08,Product B,Clothing,303,8349.77,North,Store1
2023-02-08,Product A,Electronics,250,19588.52,South,Store4
2023-02-08,Product E,Toys,219,4746.73,East,Store1
2023-02-08,Product A,Electronics,219,4971.99,East,Store5
2023-02-08,Product C,Food,221,18326.09,South,Store2
2023-02-08,Product D,Books,208,5946.49,East,Store2
2023-02-08,Product B,Clothing,204,9138.88,South,Store2
2023-02-09,Product E,Toys,224,13568.02,South,Store5
2023-02-09,Product B,Clothing,334,28931.86,West,Store1
2023-02-09,Product D,Books,178,8405.52,North,Store2
2023-02-09,Product B,Clothing,323,28249.89,North,Store3
2023-02-09,Product B,Clothing,324,15615.14,South,Store2
2023-02-09,Product A,Electronics,241,9683.75,East,Store2
2023-02-09,Product E,Toys,206,4354.05,North,Store2
2023-02-10,Product D,Books,217,10513.6,West,Store5
2023-02-10,Product B,Clothing,173,9631.91,South,Store2
2023-02-10,Product A,Electronics,195,18170.13,North,Store2
2023-02-10,Product C,Food,258,13385.08,North,Store4
2023-02-11,Product E,Toys,312,15182.91,East,Store2
2023-02-11,Product D,Books,214,16901.34,North,Store5
2023-02-11,Product E,Toys,285,26297.7,East,Store3
2023-02-11,Product A,Electronics,310,13403.88,South,Store1
2023-02-12,Product E,Toys,357,33353.72,North,Store3
2023-02-12,Product C,Food,280,23586.45,West,Store1
2023-02-12,Product C,Food,393,17130.58,North,Store2
2023-02-12,Product C,Food,412,34634.68,South,Store5
2023-02-12,Product B,Clothing,350,20540.61,North,Store2
2023-02-12,Product B,Clothing,367,11220.27,South,Store2
2023-02-13,Product E,Toys,423,28420.0,North,Store5
2023-02-13,Product A,Electronics,365,13866.69,North,Store2
2023-02-13,Product B,Clothing,356,32812.44,East,Store2
2023-02-14,Product B,Clothing,340,30474.77,East,Store1
2023-02-14,Product A,Electronics,362,29905.59,East,Store5
2023-02-14,Product C,Food,278,14188.06,South,Store5
2023-02-15,Product C,Food,245,14844.92,South,Store5
2023-02-15,Product A,Electronics,138,5591.14,North,Store2
2023-02-15,Product A,Electronics,205,5894.16,East,Store5
2023-02-15,Product B,Clothing,221,20336.15,West,Store4
2023-02-15,Product C,Food,289,18079.57,West,Store1
2023-02-15,Product E,Toys,359,33361.67,South,Store4
2023-02-16,Product B,Clothing,208,7785.93,North,Store2
2023-02-16,Product E,Toys,265,15454.67,South,Store5
2023-02-16,Product C,Food,227,17587.24,South,Store5
2023-02-17,Product B,Clothing,308,9567.11,South,Store4
2023-02-17,Product A,Electronics,303,20004.78,West,Store4
2023-02-17,Product D,Books,278,16005.11,South,Store5
2023-02-17,Product C,Food,228,15588.14,East,Store3
2023-02-17,Product E,Toys,189,15395.29,South,Store4
2023-02-17,Product D,Books,339,29883.2,North,Store5
2023-02-17,Product B,Clothing,324,23131.7,North,Store4
2023-02-18,Product B,Clothing,278,22650.72,West,Store4
2023-02-18,Product C,Food,230,9065.96,North,Store1
2023-02-18,Product A,Electronics,317,10065.3,West,Store1
2023-02-18,Product B,Clothing,286,13851.68,West,Store5
2023-02-18,Product D,Books,270,23168.94,South,Store1
2023-02-18,Product E,Toys,192,10312.35,East,Store2
2023-02-18,Product D,Books,361,17768.25,West,Store1
2023-02-19,Product D,Books,315,25663.68,West,Store5
2023-02-19,Product C,Food,347,7857.53,North,Store1
2023-02-19,Product A,Electronics,318,6740.61,North,Store1
2023-02-19,Product D,Books,228,15014.24,North,Store4
2023-02-20,Product A,Electronics,424,35103.23,South,Store4
2023-02-20,Product B,Clothing,366,30441.64,East,Store2
2023-02-20,Product E,Toys,428,42333.73,East,Store1
2023-02-20,Product D,Books,324,8636.59,West,Store2
2023-02-20,Product E,Toys,337,25525.61,West,Store1
2023-02-20,Product C,Food,245,17613.45,North,Store2
2023-02-21,Product C,Food,246,12091.12,South,Store4
2023-02-21,Product A,Electronics,410,27999.13,South,Store5
2023-02-21,Product D,Books,381,32339.75,East,Store2
2023-02-21,Product D,Books,295,25331.0,East,Store4
2023-02-21,Product D,Books,395,19517.99,East,Store1
2023-02-21,Product B,Clothing,325,7629.86,North,Store2
2023-02-21,Product E,Toys,376,36083.57,North,Store2
2023-02-22,Product E,Toys,316,29913.23,West,Store2
2023-02-22,Product A,Electronics,372,26597.96,North,Store5
2023-02-22,Product E,Toys,285,17483.88,East,Store2
2023-02-22,Product D,Books,271,7347.99,North,Store4
2023-02-22,Product B,Clothing,349,23022.12,West,Store2
2023-02-22,Product E,Toys,356,13306.54,East,Store5
2023-02-22,Product B,Clothing,271,17398.28,West,Store5
2023-02-23,Product B,Clothing,286,23888.11,North,Store2
2023-02-23,Product E,Toys,293,21794.94,West,Store1
2023-02-23,Product E,Toys,227,13140.02,West,Store5
2023-02-23,Product B,Clothing,331,30911.4,South,Store3
2023-02-23,Product B,Clothing,266,17658.61,West,Store1
2023-02-23,Product C,Food,291,16797.45,South,Store2
2023-02-24,Product E,Toys,293,6339.98,North,Store5
2023-02-24,Product A,Electronics,260,14456.39,East,Store1
2023-02-24,Product A,Electronics,308,25290.58,West,Store4
2023-02-24,Product A,Electronics,294,5953.42,East,Store2
2023-02-24,Product A,Electronics,289,21435.19,East,Store5
2023-02-24,Product A,Electronics,297,9142.8,South,Store4
2023-02-24,Product B,Clothing,262,14465.51,East,Store2
2023-02-25,Product D,Books,280,15519.84,East,Store2
2023-02-25,Product B,Clothing,296,11461.79,North,Store2
2023-02-25,Product A,Electronics,317,25865.51,South,Store2
2023-02-25,Product D,Books,344,9896.97,North,Store5
2023-02-26,Product C,Food,440,41623.71,North,Store5
2023-02-26,Product D,Books,391,22524.6,South,Store5
2023-02-26,Product C,Food,437,19647.57,East,Store1
2023-02-26,Product C,Food,296,20322.49,East,Store1
2023-02-27,Product D,Books,397,34460.35,South,Store1
2023-02-27,Product B,Clothing,313,23460.94,West,Store4
2023-02-27,Product B,Clothing,371,12648.25,South,Store3
2023-02-27,Product C,Food,382,36346.08,East,Store4
2023-02-27,Product D,Books,414,33434.2,East,Store4
2023-02-27,Product A,Electronics,381,22957.82,East,Store5
2023-02-27,Product E,Toys,419,40762.2,South,Store2
2023-02-28,Product A,Electronics,344,14560.42,West,Store3
2023-02-28,Product A,Electronics,365,25295.1,West,Store1
2023-02-28,Product B,Clothing,343,16320.95,East,Store5
2023-02-28,Product A,Electronics,367,22584.5,North,Store4
2023-02-28,Product A,Electronics,361,13715.02,South,Store3
2023-03-01,Product D,Books,295,21068.81,North,Store5
2023-03-01,Product D,Books,249,15179.67,West,Store2
2023-03-01,Product B,Clothing,359,20035.76,West,Store2
2023-03-01,Product C,Food,209,4811.14,North,Store2
2023-03-01,Product C,Food,222,7070.86,North,Store4
2023-03-02,Product E,Toys,363,30706.05,South,Store4
2023-03-02,Product C,Food,237,13123.24,East,Store1
2023-03-02,Product B,Clothing,247,16567.45,North,Store4
2023-03-02,Product A,Electronics,354,13508.68,West,Store4
2023-03-02,Product D,Books,256,15089.81,East,Store4
2023-03-03,Product A,Electronics,242,9509.76,North,Store2
2023-03-03,Product D,Books,317,16686.74,South,Store4
2023-03-03,Product D,Books,453,28687.42,East,Store3
2023-03-04,Product C,Food,420,17971.17,East,Store3
2023-03-04,Product A,Electronics,323,8894.4,West,Store4
2023-03-04,Product C,Food,269,26692.85,West,Store3
2023-03-04,Product E,Toys,321,6819.65,North,Store4
2023-03-04,Product B,Clothing,301,11614.64,North,Store4
2023-03-04,Product A,Electronics,328,21442.36,West,Store2
2023-03-04,Product E,Toys,270,15536.94,East,Store5
2023-03-05,Product B,Clothing,352,21662.93,North,Store4
2023-03-05,Product D,Books,353,20544.26,West,Store4
2023-03-05,Product D,Books,415,22146.23,West,Store3
2023-03-05,Product A,Electronics,413,35037.92,South,Store4
2023-03-05,Product C,Food,365,18736.66,East,Store1
2023-03-05,Product D,Books,358,32181.99,North,Store2
2023-03-06,Product A,Electronics,235,8165.43,North,Store2
2023-03-06,Product B,Clothing,320,18414.68,South,Store2
2023-03-06,Product C,Food,367,14693.02,South,Store4
2023-03-06,Product C,Food,199,17498.19,West,Store1
2023-03-06,Product A,Electronics,416,11173.79,North,Store3
2023-03-07,Product E,Toys,402,27269.41,West,Store4
2023-03-07,Product C,Food,313,14309.42,North,Store4
2023-03-07,Product A,Electronics,404,31620.36,North,Store5
2023-03-07,Product D,Books,428,41977.66,South,Store2
2023-03-07,Product E,Toys,297,22699.84,East,Store2
2023-03-07,Product C,Food,361,14101.75,North,Store5
2023-03-08,Product A,Electronics,368,27147.05,South,Store5
2023-03-08,Product A,Electronics,326,15142.07,East,Store3
2023-03-08,Product C,Food,236,19816.04,North,Store4
2023-03-08,Product C,Food,273,5829.56,East,Store4
2023-03-09,Product E,Toys,125,9761.82,North,Store1
2023-03-09,Product D,Books,235,18801.15,East,Store5
2023-03-09,Product A,Electronics,264,5528.48,West,Store3
2023-03-09,Product C,Food,223,9295.76,North,Store1
2023-03-10,Product C,Food,317,30542.81,North,Store1
2023-03-10,Product B,Clothing,284,14408.89,South,Store3
2023-03-10,Product E,Toys,214,16589.85,North,Store3
2023-03-10,Product D,Books,424,36639.81,North,Store4
2023-03-10,Product B,Clothing,289,28831.14,East,Store1
2023-03-10,Product B,Clothing,299,8339.88,South,Store3
2023-03-11,Product E,Toys,214,18333.97,East,Store4
2023-03-11,Product A,Electronics,357,17395.06,South,Store3
2023-03-11,Product C,Food,274,21119.09,North,Store2
2023-03-11,Product C,Food,297,11539.93,East,Store5
2023-03-11,Product B,Clothing,223,20742.59,West,Store1
2023-03-12,Product C,Food,433,11442.87,North,Store5
2023-03-12,Product E,Toys,250,10064.91,South,Store1
2023-03-12,Product B,Clothing,325,20819.33,South,Store4
2023-03-12,Product B,Clothing,401,19369.99,South,Store2
2023-03-12,Product C,Food,378,15121.72,South,Store4
2023-03-12,Product D,Books,328,14085.96,South,Store2
2023-03-12,Product A,Electronics,377,34837.16,South,Store2
2023-03-13,Product D,Books,331,26881.26,North,Store4
2023-03-13,Product A,Electronics,318,8200.55,South,Store2
2023-03-13,Product D,Books,394,9694.67,East,Store1
2023-03-13,Product A,Electronics,437,20290.12,South,Store1
2023-03-14,Product E,Toys,259,12743.32,North,Store1
2023-03-14,Product D,Books,320,10967.0,North,Store4
2023-03-14,Product B,Clothing,327,27349.28,South,Store1
2023-03-14,Product C,Food,270,24021.02,North,Store3
2023-03-14,Product E,Toys,363,35591.57,West,Store4
2023-03-14,Product E,Toys,390,22480.78,West,Store4
2023-03-15,Product B,Clothing,266,14328.39,West,Store1
2023-03-15,Product D,Books,233,16005.87,East,Store3
2023-03-15,Product A,Electronics,347,23878.56,East,Store1
2023-03-15,Product D,Books,238,22854.54,North,Store4
2023-03-16,Product B,Clothing,232,11744.63,East,Store4
2023-03-16,Product C,Food,175,10216.8,South,Store5
2023-03-16,Product A,Electronics,277,12030.79,North,Store4
2023-03-16,Product C,Food,250,6658.54,North,Store3
2023-03-16,Product E,Toys,275,25473.59,South,Store3
2023-03-16,Product B,Clothing,160,12079.89,South,Store3
2023-03-16,Product B,Clothing,234,7563.19,South,Store3
2023-03-17,Product A,Electronics,249,5000.36,West,Store3
2023-03-17,Product E,Toys,303,13083.24,South,Store5
2023-03-17,Product E,Toys,359,23881.56,North,Store1
2023-03-18,Product A,Electronics,185,3948.75,West,Store3
2023-03-18,Product A,Electronics,404,35246.68,North,Store3
2023-03-18,Product C,Food,251,14292.35,South,Store1
2023-03-18,Product D,Books,333,26232.62,North,Store3
2023-03-18,Product E,Toys,303,16112.28,North,Store1
2023-03-18,Product C,Food,311,9732.21,East,Store4
2023-03-18,Product A,Electronics,371,14408.79,North,Store3
2023-03-19,Product E,Toys,365,20806.85,East,Store3
2023-03-19,Product A,Electronics,310,25210.62,North,Store1
2023-03-19,Product E,Toys,349,26887.84,West,Store1
2023-03-19,Product B,Clothing,372,30660.52,North,Store1
2023-03-20,Product A,Electronics,447,34184.29,West,Store3
2023-03-20,Product D,Books,379,20686.47,West,Store2
2023-03-20,Product C,Food,328,29969.02,North,Store5
2023-03-20,Product D,Books,371,29941.01,East,Store2
2023-03-20,Product D,Books,412,19307.53,North,Store3
2023-03-20,Product B,Clothing,332,21584.09,North,Store4
2023-03-20,Product D,Books,436,35482.67,North,Store2
2023-03-21,Product E,Toys,363,11885.58,East,Store4
2023-03-21,Product C,Food,421,27810.23,East,Store3
2023-03-21,Product D,Books,335,29702.21,West,Store2
2023-03-21,Product D,Books,385,7972.02,East,Store2
2023-03-21,Product E,Toys,384,24389.73,North,Store2
2023-03-22,Product C,Food,276,25523.42,South,Store3
2023-03-22,Product D,Books,257,23681.8,West,Store4
2023-03-22,Product A,Electronics,366,7608.72,West,Store5
2023-03-22,Product E,Toys,312,14270.56,North,Store5
2023-03-23,Product C,Food,301,20316.0,South,Store1
2023-03-23,Product A,Electronics,317,20230.68,West,Store4
2023-03-23,Product B,Clothing,335,8219.68,West,Store5
2023-03-23,Product B,Clothing,327,30378.46,East,Store2
2023-03-23,Product C,Food,240,17255.94,South,Store5
2023-03-23,Product C,Food,277,14172.41,West,Store1
2023-03-24,Product D,Books,265,7627.4,West,Store4
2023-03-24,Product B,Clothing,276,12218.41,South,Store4
2023-03-24,Product B,Clothing,370,19392.67,West,Store5
2023-03-24,Product B,Clothing,339,16652.42,West,Store1
2023-03-24,Product A,Electronics,285,23133.31,East,Store1
2023-03-24,Product B,Clothing,293,26822.46,West,Store1
2023-03-25,Product B,Clothing,366,32044.8,East,Store4
2023-03-25,Product E,Toys,296,18729.52,West,Store2
2023-03-25,Product E,Toys,376,24509.73,South,Store2
2023-03-25,Product B,Clothing,361,27785.97,East,Store1
2023-03-25,Product B,Clothing,444,17592.7,North,Store1
2023-03-26,Product C,Food,333,26601.76,West,Store3
2023-03-26,Product D,Books,394,26722.52,North,Store3
2023-03-26,Product E,Toys,368,14642.02,South,Store1
2023-03-26,Product A,Electronics,351,13368.87,North,Store2
2023-03-26,Product D,Books,321,25048.58,South,Store2
2023-03-26,Product B,Clothing,396,35751.43,West,Store4
2023-03-27,Product D,Books,367,18170.29,East,Store2
2023-03-27,Product C,Food,371,27073.68,West,Store2
2023-03-27,Product C,Food,346,31773.41,West,Store1
2023-03-27,Product D,Books,396,26246.32,East,Store2
2023-03-27,Product B,Clothing,378,34407.62,East,Store2
2023-03-27,Product E,Toys,297,14789.86,West,Store1
2023-03-28,Product E,Toys,324,22132.52,East,Store3
2023-03-28,Product B,Clothing,319,26187.4,East,Store4
2023-03-28,Product C,Food,351,20837.56,North,Store3
2023-03-29,Product C,Food,338,7259.08,West,Store1
2023-03-29,Product E,Toys,299,20480.15,South,Store4
2023-03-29,Product E,Toys,288,12323.43,North,Store2
2023-03-29,Product E,Toys,301,7105.03,South,Store5
2023-03-29,Product E,Toys,210,20610.82,West,Store5
2023-03-29,Product A,Electronics,328,21977.62,North,Store2
2023-03-29,Product B,Clothing,362,24539.24,North,Store5
2023-03-30,Product D,Books,239,19964.39,South,Store2
2023-03-30,Product E,Toys,267,20771.18,South,Store2
2023-03-30,Product A,Electronics,279,5776.75,North,Store2
2023-03-30,Product E,Toys,223,19076.91,East,Store1
2023-03-30,Product E,Toys,311,11100.97,South,Store4
2023-03-30,Product E,Toys,241,20961.99,West,Store3
2023-03-30,Product B,Clothing,218,14740.29,East,Store2
2023-03-31,Product E,Toys,224,10236.64,North,Store3
2023-03-31,Product C,Food,343,22702.26,East,Store5
2023-03-31,Product E,Toys,359,12972.82,West,Store2
2023-03-31,Product B,Clothing,304,8676.31,North,Store2
2023-03-31,Product A,Electronics,265,5843.4,East,Store5
2023-03-31,Product A,Electronics,320,26794.41,North,Store5
2023-04-01,Product B,Clothing,426,26333.52,North,Store4
2023-04-01,Product B,Clothing,340,25161.27,East,Store2
2023-04-01,Product E,Toys,433,36150.0,West,Store5
2023-04-01,Product C,Food,289,8199.23,South,Store4
2023-04-01,Product C,Food,389,18346.14,North,Store1
2023-04-01,Product B,Clothing,368,9886.27,North,Store2
2023-04-02,Product B,Clothing,338,23583.39,North,Store4
2023-04-02,Product B,Clothing,303,16961.34,West,Store3
2023-04-02,Product D,Books,344,9120.89,South,Store5
2023-04-02,Product C,Food,389,23764.87,West,Store3
2023-04-03,Product D,Books,384,15571.9,North,Store2
2023-04-03,Product C,Food,300,14658.92,West,Store4
2023-04-03,Product A,Electronics,342,10451.05,East,Store1
2023-04-03,Product C,Food,248,15165.36,North,Store2
2023-04-03,Product D,Books,401,21229.97,West,Store5
2023-04-04,Product E,Toys,359,32744.11,South,Store3
2023-04-04,Product D,Books,444,27905.04,South,Store4
2023-04-04,Product B,Clothing,389,37996.81,South,Store2
2023-04-04,Product D,Books,523,30585.83,West,Store1
2023-04-04,Product B,Clothing,401,26532.64,East,Store4
2023-04-04,Product E,Toys,475,10716.69,East,Store3
2023-04-04,Product E,Toys,418,30486.41,East,Store2
2023-04-05,Product A,Electronics,354,34881.31,East,Store4
2023-04-05,Product D,Books,305,19444.76,West,Store4
2023-04-05,Product A,Electronics,399,25761.54,West,Store2
2023-04-05,Product B,Clothing,279,14391.66,North,Store4
2023-04-05,Product B,Clothing,358,11910.74,South,Store2
2023-04-06,Product B,Clothing,272,14395.45,North,Store4
2023-04-06,Product B,Clothing,237,13236.52,South,Store3
2023-04-06,Product D,Books,345,13877.53,South,Store1
2023-04-06,Product E,Toys,236,21309.81,North,Store2
2023-04-06,Product D,Books,298,12008.9,South,Store5
2023-04-06,Product C,Food,235,16255.28,North,Store4
2023-04-07,Product E,Toys,357,14484.98,South,Store3
2023-04-07,Product C,Food,345,20864.65,East,Store3
2023-04-07,Product B,Clothing,382,27243.95,East,Store3
2023-04-07,Product B,Clothing,351,25994.97,South,Store1
2023-04-07,Product B,Clothing,229,20347.14,South,Store4
2023-04-08,Product B,Clothing,344,8270.32,West,Store4
2023-04-08,Product A,Electronics,202,13194.1,North,Store1
2023-04-08,Product A,Electronics,291,25168.64,East,Store4
2023-04-08,Product A,Electronics,391,37385.54,South,Store4
2023-04-08,Product D,Books,381,9722.73,South,Store3
2023-04-08,Product B,Clothing,372,28640.85,South,Store1
2023-04-08,Product A,Electronics,359,8336.79,North,Store1
2023-04-09,Product B,Clothing,446,24952.56,North,Store5
2023-04-09,Product B,Clothing,466,12637.01,South,Store5
2023-04-09,Product E,Toys,458,33019.69,South,Store1
2023-04-09,Product E,Toys,423,26474.65,West,Store5
2023-04-10,Product D,Books,308,13557.6,West,Store2
2023-04-10,Product D,Books,324,20679.28,East,Store5
2023-04-10,Product C,Food,347,17513.37,South,Store4
2023-04-10,Product E,Toys,185,17092.96,South,Store3
2023-04-10,Product D,Books,368,29194.49,West,Store5
2023-04-10,Product C,Food,384,24165.24,West,Store4
2023-04-11,Product D,Books,363,15174.78,West,Store1
2023-04-11,Product C,Food,370,23156.99,South,Store2
2023-04-11,Product A,Electronics,351,21605.96,East,Store2
2023-04-11,Product A,Electronics,359,23536.38,North,Store4
2023-04-11,Product A,Electronics,339,21121.2,West,Store5
2023-04-12,Product C,Food,351,25166.77,East,Store5
2023-04-12,Product C,Food,410,21291.85,South,Store1
2023-04-12,Product B,Clothing,397,17091.63,East,Store2
